w1	Yang
2188	ёж” «б днд «б√“—ё+8
2189	ёж” «б днд «б√“—ё+9
2190	ёж” «б‘»Ќ+0
2191	ёж” «б‘»Ќ+1
2192	ёж” «б‘»Ќ+2
2193	ёж” «б‘»Ќ+3
2194	ёж” «б‘»Ќ+4
2195	ёж” «б‘»Ќ+5
2196	ёж” «б‘»Ќ+6
2197	ёж” «б‘»Ќ+7
2198	ёж” «б‘»Ќ+8
2199	ёж” «б‘»Ќ+9
2200	ёж” “жѕн«я+0
2201	ёж” “жѕн«я+1
2202	ёж” “жѕн«я+2
2203	ёж” “жѕн«я+3
2204	ёж” “жѕн«я+4
2205	ёж” “жѕн«я+5
2206	ёж” “жѕн«я+6
2207	ёж” “жѕн«я+7
2208	ёж” “жѕн«я+8
2209	ёж” “жѕн«я+9
2370	ёж” «бЏдё«Ѕ+0
2371	ёж” «бЏдё«Ѕ+1
2372	ёж” «бЏдё«Ѕ+2
2373	ёж” «бЏдё«Ѕ+3
2374	ёж” «бЏдё«Ѕ+4
2375	ёж” «бЏдё«Ѕ+5
2376	ёж” «бЏдё«Ѕ+6
2377	ёж” «бЏдё«Ѕ+7
2378	ёж” «бЏдё«Ѕ+8
2379	ёж” «бЏдё«Ѕ+9
2500	ёж” «бян«дн +0
2501	ёж” «бян«дн +1
2502	ёж” «бян«дн +2
2503	ёж” «бян«дн +3
2504	ёж” «бян«дн +4
2505	ёж” «бян«дн +5
2506	ёж” «бян«дн +6
2507	ёж” «бян«дн +7
2508	ёж” «бян«дн +8
2509	ёж” «бян«дн +9
3000	џб«нЁ+0
3001	џб«нЁ+1
3002	џб«нЁ+2
3003	џб«нЁ+3
3004	џб«нЁ+4
3005	џб«нЁ+5
3006	џб«нЁ+6
3007	џб«нЁ+7
3008	џб«нЁ+8
3009	џб«нЁ+9
3010	—гЌ+0
3011	—гЌ+1
3012	—гЌ+2
3013	—гЌ+3
3014	—гЌ+4
3015	—гЌ+5
3016	—гЌ+6
3017	—гЌ+7
3018	—гЌ+8
3019	—гЌ+9
3020	‘Ё—… ёЎЏ «б—√”+0
3021	‘Ё—… ёЎЏ «б—√”+1
3022	‘Ё—… ёЎЏ «б—√”+2
3023	‘Ё—… ёЎЏ «б—√”+3
3024	‘Ё—… ёЎЏ «б—√”+4
3025	‘Ё—… ёЎЏ «б—√”+5
3026	‘Ё—… ёЎЏ «б—√”+6
3027	‘Ё—… ёЎЏ «б—√”+7
3028	‘Ё—… ёЎЏ «б—√”+8
3029	‘Ё—… ёЎЏ «б—√”+9
3030	—гЌ Џдя»ж н+0
3031	—гЌ Џдя»ж н+1
3032	—гЌ Џдя»ж н+2
3033	—гЌ Џдя»ж н+3
3034	—гЌ Џдя»ж н+4
3035	—гЌ Џдя»ж н+5
3036	—гЌ Џдя»ж н+6
3037	—гЌ Џдя»ж н+7
3038	—гЌ Џдя»ж н+8
3039	—гЌ Џдя»ж н+9
3040	—гЌ –ж —√”нд+0
3041	—гЌ –ж —√”нд+1
3042	—гЌ –ж —√”нд+2
3043	—гЌ –ж —√”нд+3
3044	—гЌ –ж —√”нд+4
3045	—гЌ –ж —√”нд+5
3046	—гЌ –ж —√”нд+6
3047	—гЌ –ж —√”нд+7
3048	—гЌ –ж —√”нд+8
3049	—гЌ –ж —√”нд+9
3050	гдћб Ќ—»н+0
3051	гдћб Ќ—»н+1
3052	гдћб Ќ—»н+2
3053	гдћб Ќ—»н+3
3054	гдћб Ќ—»н+4
3055	гдћб Ќ—»н+5
3056	гдћб Ќ—»н+6
3057	гдћб Ќ—»н+7
3058	гдћб Ќ—»н+8
3059	гдћб Ќ—»н+9
3060	гЏ“ё… ё «бн…+0
3061	гЏ“ё… ё «бн…+1
3062	гЏ“ё… ё «бн…+2
3063	гЏ“ё… ё «бн…+3
3064	гЏ“ё… ё «бн…+4
3065	гЏ“ё… ё «бн…+5
3066	гЏ“ё… ё «бн…+6
3067	гЏ“ё… ё «бн…+7
3068	гЏ“ё… ё «бн…+8
3069	гЏ“ё… ё «бн…+9
3070	”«Ўж— Ќ—»н+0
3071	”«Ўж— Ќ—»н+1
3072	”«Ўж— Ќ—»н+2
3073	”«Ўж— Ќ—»н+3
3074	”«Ўж— Ќ—»н+4
3075	”«Ўж— Ќ—»н+5
3076	”«Ўж— Ќ—»н+6
3077	”«Ўж— Ќ—»н+7
3078	”«Ўж— Ќ—»н+8
3079	”«Ўж— Ќ—»н+9
3080	Ё√” Џгб«ё+0
3081	Ё√” Џгб«ё+1
3082	Ё√” Џгб«ё+2
3083	Ё√” Џгб«ё+3
3084	Ё√” Џгб«ё+4
3085	Ё√” Џгб«ё+5
3086	Ё√” Џгб«ё+6
3087	Ё√” Џгб«ё+7
3088	Ё√” Џгб«ё+8
3089	Ё√” Џгб«ё+9
3090	”нЁ ћбнѕн+0
3091	”нЁ ћбнѕн+1
3092	”нЁ ћбнѕн+2
3093	”нЁ ћбнѕн+3
3094	”нЁ ћбнѕн+4
3095	”нЁ ћбнѕн+5
3096	”нЁ ћбнѕн+6
3097	”нЁ ћбнѕн+7
3098	”нЁ ћбнѕн+8
3099	”нЁ ћбнѕн+9
3100	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+0
3101	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+1
3102	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+2
3103	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+3
3104	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+4
3105	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+5
3106	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+6
3107	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+7
3108	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+8
3109	”нЁ «б≈Ћдм Џ‘— ‘»Ќ+9
3110	‘Ё—… «бдћ«…+0
3111	‘Ё—… «бдћ«…+1
3112	‘Ё—… «бдћ«…+2
3113	‘Ё—… «бдћ«…+3
3114	‘Ё—… «бдћ«…+4
3115	‘Ё—… «бдћ«…+5
3116	‘Ё—… «бдћ«…+6
3117	‘Ё—… «бдћ«…+7
3118	‘Ё—… «бдћ«…+8
3119	‘Ё—… «бдћ«…+9
3120	ё« б «б√”ѕ+0
3121	ё« б «б√”ѕ+1
3122	ё« б «б√”ѕ+2
3123	ё« б «б√”ѕ+3
3124	ё« б «б√”ѕ+4
3125	ё« б «б√”ѕ+5
3126	ё« б «б√”ѕ+6
3127	ё« б «б√”ѕ+7
3128	ё« б «б√”ѕ+8
3129	ё« б «б√”ѕ+9
3130	«бд’н—+0
3131	«бд’н—+1
3132	«бд’н—+2
3133	«бд’н—+3
3134	«бд’н—+4
3135	«бд’н—+5
3136	«бд’н—+6
3137	«бд’н—+7
3138	«бд’н—+8
3139	«бд’н—+9
3140	‘Ё—… гџд«Ўн”н…+0
3141	‘Ё—… гџд«Ўн”н…+1
3142	‘Ё—… гџд«Ўн”н…+2
3143	‘Ё—… гџд«Ўн”н…+3
3144	‘Ё—… гџд«Ўн”н…+4
3145	‘Ё—… гџд«Ўн”н…+5
3146	‘Ё—… гџд«Ўн”н…+6
3147	‘Ё—… гџд«Ўн”н…+7
3148	‘Ё—… гџд«Ўн”н…+8
3149	‘Ё—… гџд«Ўн”н…+9
3150	‘Ё—… ”—ё… «б—жЌ+0
3151	‘Ё—… ”—ё… «б—жЌ+1
3152	‘Ё—… ”—ё… «б—жЌ+2
3153	‘Ё—… ”—ё… «б—жЌ+3
3154	‘Ё—… ”—ё… «б—жЌ+4
3155	‘Ё—… ”—ё… «б—жЌ+5
3156	‘Ё—… ”—ё… «б—жЌ+6
3157	‘Ё—… ”—ё… «б—жЌ+7
3158	‘Ё—… ”—ё… «б—жЌ+8
3159	‘Ё—… ”—ё… «б—жЌ+9
3160	”нЁ «бЌёѕ+0
3161	”нЁ «бЌёѕ+1
3162	”нЁ «бЌёѕ+2
3163	”нЁ «бЌёѕ+3
3164	”нЁ «бЌёѕ+4
3165	”нЁ «бЌёѕ+5
3166	”нЁ «бЌёѕ+6
3167	”нЁ «бЌёѕ+7
3168	”нЁ «бЌёѕ+8
3169	”нЁ «бЌёѕ+9
3170	ё« б «б днд «б√’Ё—+0
3171	ё« б «б днд «б√’Ё—+1
3172	ё« б «б днд «б√’Ё—+2
3173	ё« б «б днд «б√’Ё—+3
3174	ё« б «б днд «б√’Ё—+4
3175	ё« б «б днд «б√’Ё—+5
3176	ё« б «б днд «б√’Ё—+6
3177	ё« б «б днд «б√’Ё—+7
3178	ё« б «б днд «б√’Ё—+8
3179	ё« б «б днд «б√’Ё—+9
3180	ё« б «б днд «б√“—ё+0
3181	ё« б «б днд «б√“—ё+1
3182	ё« б «б днд «б√“—ё+2
3183	ё« б «б днд «б√“—ё+3
3184	ё« б «б днд «б√“—ё+4
3185	ё« б «б днд «б√“—ё+5
3186	ё« б «б днд «б√“—ё+6
3187	ё« б «б днд «б√“—ё+7
3188	ё« б «б днд «б√“—ё+8
3189	ё« б «б днд «б√“—ё+9
3190	д’б ‘г”н  0
3191	Solar Blade +1
3192	Solar Blade +2
3193	Solar Blade +3
3194	Solar Blade +4
3195	д’б ‘г”н+5
3196	д’б ‘г”н+6
3197	д’б ‘г”н+7
3198	д’б ‘г”н+8
3199	д’б ‘г”н+9
3200	‘Ё—… «б днд «б√”Ўж—н+0
3201	‘Ё—… «б днд «б√”Ўж—н+1
3202	‘Ё—… «б днд «б√”Ўж—н+2
3203	‘Ё—… «б днд «б√”Ўж—н+3
3204	‘Ё—… «б днд «б√”Ўж—н+4
3205	‘Ё—… «б днд «б√”Ўж—н+5
3206	‘Ё—… «б днд «б√”Ўж—н+6
3207	‘Ё—… «б днд «б√”Ўж—н+7
3208	‘Ё—… «б днд «б√”Ўж—н+8
3209	‘Ё—… «б днд «б√”Ўж—н+9
3210	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+0
3211	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+1
3212	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+2
3213	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+3
3214	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+4
3215	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+5
3216	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+6
3217	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+7
3218	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+8
3219	‘Ё—… Ќѕнѕн… Ќг—«Ѕ+9
3220	д’б “жѕн«я+0
3221	д’б “жѕн«я+1
3222	д’б “жѕн«я+2
3223	д’б “жѕн«я+3
3224	д’б “жѕн«я+4
3225	д’б “жѕн«я+5
3226	д’б “жѕн«я+6
3227	д’б “жѕн«я+7
3228	д’б “жѕн«я+8
3229	д’б “жѕн«я+9
3500	‘Ё—… «бян«дн +0
3501	‘Ё—… «бян«дн +1
3502	‘Ё—… «бян«дн +2
3503	‘Ё—… «бян«дн +3
3504	‘Ё—… «бян«дн +4
3505	‘Ё—… «бян«дн +5
3506	‘Ё—… «бян«дн +6
3507	‘Ё—… «бян«дн +7
3508	‘Ё—… «бян«дн +8
3509	‘Ё—… «бян«дн +9
4000	√гнћ«+0
4001	√гнћ«+1
4002	√гнћ«+2
4003	√гнћ«+3
4004	√гнћ«+4
4005	√гнћ«+5
4006	√гнћ«+6
4007	√гнћ«+7
4008	√гнћ«+8
4009	√гнћ«+9
4010	 ”Џ ‘Ё—« +0
4011	 ”Џ ‘Ё—« +1
4012	 ”Џ ‘Ё—« +2
4013	 ”Џ ‘Ё—« +3
4014	 ”Џ ‘Ё—« +4
4015	 ”Џ ‘Ё—« +5
4016	 ”Џ ‘Ё—« +6
4017	 ”Џ ‘Ё—« +7
4018	 ”Џ ‘Ё—« +8
4019	 ”Џ ‘Ё—« +9
4020	”янд ё’н—+0
4021	”янд ё’н—+1
4022	”янд ё’н—+2
4023	”янд ё’н—+3
4024	”янд ё’н—+4
4025	”янд ё’н—+5
4026	”янд ё’н—+6
4027	”янд ё’н—+7
4028	”янд ё’н—+8
4029	”янд ё’н—+9
4030	ќдћ—  ж√г «бёг—+0
4031	ќдћ—  ж√г «бёг—+1
4032	ќдћ—  ж√г «бёг—+2
4033	ќдћ—  ж√г «бёг—+3
4034	ќдћ—  ж√г «бёг—+4
4035	ќдћ—  ж√г «бёг—+5
4036	ќдћ—  ж√г «бёг—+6
4037	ќдћ—  ж√г «бёг—+7
4038	ќдћ—  ж√г «бёг—+8
4039	ќдћ—  ж√г «бёг—+9
4040	”янд Џѕнг «бЌнжн…+0
4041	”янд Џѕнг «бЌнжн…+1
4042	”янд Џѕнг «бЌнжн…+2
4043	”янд Џѕнг «бЌнжн…+3
4044	”янд Џѕнг «бЌнжн…+4
4045	”янд Џѕнг «бЌнжн…+5
4046	”янд Џѕнг «бЌнжн…+6
4047	”янд Џѕнг «бЌнжн…+7
4048	”янд Џѕнг «бЌнжн…+8
4049	”янд Џѕнг «бЌнжн…+9
5000	ћ—” дЌ«”н+0
5001	ћ—” дЌ«”н+1
5002	ћ—” дЌ«”н+2
5003	ћ—” дЌ«”н+3
5004	ћ—” дЌ«”н+4
5005	ћ—” дЌ«”н+5
5006	ћ—” дЌ«”н+6
5007	ћ—” дЌ«”н+7
5008	ћ—” дЌ«”н+8
5009	ћ—” дЌ«”н+9
5010	ћ—” Ё÷н+0
5011	ћ—” Ё÷н+1
5012	ћ—” Ё÷н+2
5013	ћ—” Ё÷н+3
5014	ћ—” Ё÷н+4
5015	ћ—” Ё÷н+5
5016	ћ—” Ё÷н+6
5017	ћ—” Ё÷н+7
5018	ћ—” Ё÷н+8
5019	ћ—” Ё÷н+9
5020	ћ—” –е»н+0
5021	ћ—” –е»н+1
5022	ћ—” –е»н+2
5023	ћ—” –е»н+3
5024	ћ—” –е»н+4
5025	ћ—” –е»н+5
5026	ћ—” –е»н+6
5027	ћ—” –е»н+7
5028	ћ—” –е»н+8
5029	ћ—” –е»н+9
5030	ћ—” «бн‘г+0
5031	ћ—” «бн‘г+1
5032	ћ—” «бн‘г+2
5033	ћ—” «бн‘г+3
5034	ћ—” «бн‘г+4
5035	ћ—” «бн‘г+5
5036	ћ—” «бн‘г+6
5037	ћ—” «бн‘г+7
5038	ћ—” «бн‘г+8
5039	ћ—” «бн‘г+9
5040	ћ—” «бд«Ёж—…+0
5041	ћ—” «бд«Ёж—…+1
5042	ћ—” «бд«Ёж—…+2
5043	ћ—” «бд«Ёж—…+3
5044	ћ—” «бд«Ёж—…+4
5045	ћ—” «бд«Ёж—…+5
5046	ћ—” «бд«Ёж—…+6
5047	ћ—” «бд«Ёж—…+7
5048	ћ—” «бд«Ёж—…+8
5049	ћ—” «бд«Ёж—…+9
5050	ћ—” «бг‘г‘+0
5051	ћ—” «бг‘г‘+1
5052	ћ—” «бг‘г‘+2
5053	ћ—” «бг‘г‘+3
5054	ћ—” «бг‘г‘+4
5055	ћ—” «бг‘г‘+5
5056	ћ—” «бг‘г‘+6
5057	ћ—” «бг‘г‘+7
5058	ћ—” «бг‘г‘+8
5059	ћ—” «бг‘г‘+9
5060	ћ—” ”Ќ—н+0
5061	ћ—” ”Ќ—н+1
5062	ћ—” ”Ќ—н+2
5063	ћ—” ”Ќ—н+3
5064	ћ—” ”Ќ—н+4
5065	ћ—” ”Ќ—н+5
5066	ћ—” ”Ќ—н+6
5067	ћ—” ”Ќ—н+7
5068	ћ—” ”Ќ—н+8
5069	ћ—” ”Ќ—н+9
5070	ћ—” «бќдЁ”«Ѕ «б–е»н+0
5071	ћ—” «бќдЁ”«Ѕ «б–е»н+1
5072	ћ—” «бќдЁ”«Ѕ «б–е»н+2
5073	ћ—” «бќдЁ”«Ѕ «б–е»н+3
5074	ћ—” «бќдЁ”«Ѕ «б–е»н+4
5075	ћ—” «бќдЁ”«Ѕ «б–е»н+5
5076	ћ—” «бќдЁ”«Ѕ «б–е»н+6
5077	ћ—” «бќдЁ”«Ѕ «б–е»н+7
5078	ћ—” «бќдЁ”«Ѕ «б–е»н+8
5079	ћ—” «бќдЁ”«Ѕ «б–е»н+9
5080	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+0
5081	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+1
5082	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+2
5083	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+3
5084	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+4
5085	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+5
5086	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+6
5087	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+7
5088	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+8
5089	ћ—” «бќдЁ”«Ѕ «бЌѕнѕн+9
5090	ћ—” «бЎн— «б—Џѕн+0
5091	ћ—” «бЎн— «б—Џѕн+1
5092	ћ—” «бЎн— «б—Џѕн+2
5093	ћ—” «бЎн— «б—Џѕн+3
5094	ћ—” «бЎн— «б—Џѕн+4
5095	ћ—” «бЎн— «б—Џѕн+5
5096	ћ—” «бЎн— «б—Џѕн+6
5097	ћ—” «бЎн— «б—Џѕн+7
5098	ћ—” «бЎн— «б—Џѕн+8
5099	ћ—” «бЎн— «б—Џѕн+9
5100	Heaven and Earth Bell+0
5101	Heaven and Earth Bell+1
5102	Heaven and Earth Bell+2
5103	Heaven and Earth Bell+3
5104	Heaven and Earth Bell+4
5105	Heaven and Earth Bell+5
5106	Heaven and Earth Bell+6
5107	Heaven and Earth Bell+7
5108	Heaven and Earth Bell+8
5109	Heaven and Earth Bell+9
5110	ћ—” Џ нё+0
5111	ћ—” Џ нё+1
5112	ћ—” Џ нё+2
5113	ћ—” Џ нё+3
5114	ћ—” Џ нё+4
5115	ћ—” Џ нё+5
5116	ћ—” Џ нё+6
5117	ћ—” Џ нё+7
5118	ћ—” Џ нё+8
5119	ћ—” Џ нё+9
5120	ћ—” ќн“—«дн+0
5121	ћ—” ќн“—«дн+1
5122	ћ—” ќн“—«дн+2
5123	ћ—” ќн“—«дн+3
5124	ћ—” ќн“—«дн+4
5125	ћ—” ќн“—«дн+5
5126	ћ—” ќн“—«дн+6
5127	ћ—” ќн“—«дн+7
5128	ћ—” ќн“—«дн+8
5129	ћ—” ќн“—«дн+9
5130	ћ—” «бЌ«’ѕ «б‘—”+0
5131	ћ—” «бЌ«’ѕ «б‘—”+1
5132	ћ—” «бЌ«’ѕ «б‘—”+2
5133	ћ—” «бЌ«’ѕ «б‘—”+3
5134	ћ—” «бЌ«’ѕ «б‘—”+4
5135	ћ—” «бЌ«’ѕ «б‘—”+5
5136	ћ—” «бЌ«’ѕ «б‘—”+6
5137	ћ—” «бЌ«’ѕ «б‘—”+7
5138	ћ—” «бЌ«’ѕ «б‘—”+8
5139	ћ—” «бЌ«’ѕ «б‘—”+9
5140	ћ—” «б днд+0
5141	ћ—” «б днд+1
5142	ћ—” «б днд+2
5143	ћ—” «б днд+3
5144	ћ—” «б днд+4
5145	ћ—” «б днд+5
5146	ћ—” «б днд+6
5147	ћ—” «б днд+7
5148	ћ—” «б днд+8
5149	ћ—” «б днд+9
5150	ћ—” «бћхбћб+0
5151	ћ—” «бћхбћб+1
5152	ћ—” «бћхбћб+2
5153	ћ—” «бћхбћб+3
5154	ћ—” «бћхбћб+4
5155	ћ—” «бћхбћб+5
5156	ћ—” «бћхбћб+6
5157	ћ—” «бћхбћб+7
5158	ћ—” «бћхбћб+8
5159	ћ—” «бћхбћб+9
5160	ћ—” “жѕн«я+0
5161	ћ—” “жѕн«я+1
5162	ћ—” “жѕн«я+2
5163	ћ—” “жѕн«я+3
5164	ћ—” “жѕн«я+4
5165	ћ—” “жѕн«я+5
5166	ћ—” “жѕн«я+6
5167	ћ—” “жѕн«я+7
5168	ћ—” “жѕн«я+8
5169	ћ—” “жѕн«я+9
5330	ћ—” Ёг «б днд+0
5331	ћ—” Ёг «б днд+1
5332	ћ—” Ёг «б днд+2
5333	ћ—” Ёг «б днд+3
5334	ћ—” Ёг «б днд+4
5335	ћ—” Ёг «б днд+5
5336	ћ—” Ёг «б днд+6
5337	ћ—” Ёг «б днд+7
5338	ћ—” Ёг «б днд+8
5339	ћ—” Ёг «б днд+9
5340	ћ—” ‘»Ќ «б днд+0
5341	ћ—” ‘»Ќ «б днд+1
5342	ћ—” ‘»Ќ «б днд+2
5343	ћ—” ‘»Ќ «б днд+3
5344	ћ—” ‘»Ќ «б днд+4
5345	ћ—” ‘»Ќ «б днд+5
5346	ћ—” ‘»Ќ «б днд+6
5347	ћ—” ‘»Ќ «б днд+7
5348	ћ—” ‘»Ќ «б днд+8
5349	ћ—” ‘»Ќ «б днд+9
5500	ћ—” «бян«дн +0
5501	ћ—” «бян«дн +1
5502	ћ—” «бян«дн +2
5503	ћ—” «бян«дн +3
5504	ћ—” «бян«дн +4
5505	ћ—” «бян«дн +5
5506	ћ—” «бян«дн +6
5507	ћ—” «бян«дн +7
5508	ћ—” «бян«дн +8
5509	ћ—” «бян«дн +9
6000	‘Џб… Ќѕнѕн…+0
6001	‘Џб… Ќѕнѕн…+1
6002	‘Џб… Ќѕнѕн…+2
6003	‘Џб… Ќѕнѕн…+3
6004	‘Џб… Ќѕнѕн…+4
6005	‘Џб… Ќѕнѕн…+5
6006	‘Џб… Ќѕнѕн…+6
6007	‘Џб… Ќѕнѕн…+7
6008	‘Џб… Ќѕнѕн…+8
6009	‘Џб… Ќѕнѕн…+9
6010	Ќ—»… «бЏдё«Ѕ+0
6011	Ќ—»… «бЏдё«Ѕ+1
6012	Ќ—»… «бЏдё«Ѕ+2
6013	Ќ—»… «бЏдё«Ѕ+3
6014	Ќ—»… «бЏдё«Ѕ+4
6015	Ќ—»… «бЏдё«Ѕ+5
6016	Ќ—»… «бЏдё«Ѕ+6
6017	Ќ—»… «бЏдё«Ѕ+7
6018	Ќ—»… «бЏдё«Ѕ+8
6019	Ќ—»… «бЏдё«Ѕ+9
6020	гќб» Ќѕнѕн+0
6021	гќб» Ќѕнѕн+1
6022	гќб» Ќѕнѕн+2
6023	гќб» Ќѕнѕн+3
6024	гќб» Ќѕнѕн+4
6025	гќб» Ќѕнѕн+5
6026	гќб» Ќѕнѕн+6
6027	гќб» Ќѕнѕн+7
6028	гќб» Ќѕнѕн+8
6029	гќб» Ќѕнѕн+9
6030	гќб» Ёжб«–н+0
6031	гќб» Ёжб«–н+1
6032	гќб» Ёжб«–н+2
6033	гќб» Ёжб«–н+3
6034	гќб» Ёжб«–н+4
6035	гќб» Ёжб«–н+5
6036	гќб» Ёжб«–н+6
6037	гќб» Ёжб«–н+7
6038	гќб» Ёжб«–н+8
6039	гќб» Ёжб«–н+9
6040	гќб» «бћж«—Ќ+0
6041	гќб» «бћж«—Ќ+1
6042	гќб» «бћж«—Ќ+2
6043	гќб» «бћж«—Ќ+3
6044	гќб» «бћж«—Ќ+4
6045	гќб» «бћж«—Ќ+5
6046	гќб» «бћж«—Ќ+6
6047	гќб» «бћж«—Ќ+7
6048	гќб» «бћж«—Ќ+8
6049	гќб» «бћж«—Ќ+9
6050	гќб» «бћЏ—«д+0
6051	гќб» «бћЏ—«д+1
6052	гќб» «бћЏ—«д+2
6053	гќб» «бћЏ—«д+3
6054	гќб» «бћЏ—«д+4
6055	гќб» «бћЏ—«д+5
6056	гќб» «бћЏ—«д+6
6057	гќб» «бћЏ—«д+7
6058	гќб» «бћЏ—«д+8
6059	гќб» «бћЏ—«д+9
6060	гќб» «б»«“+0
6061	гќб» «б»«“+1
6062	гќб» «б»«“+2
6063	гќб» «б»«“+3
6064	гќб» «б»«“+4
6065	гќб» «б»«“+5
6066	гќб» «б»«“+6
6067	гќб» «б»«“+7
6068	гќб» «б»«“+8
6069	гќб» «б»«“+9
6070	гќб» «б‘жя+0
6071	гќб» «б‘жя+1
6072	гќб» «б‘жя+2
6073	гќб» «б‘жя+3
6074	гќб» «б‘жя+4
6075	гќб» «б‘жя+5
6076	гќб» «б‘жя+6
6077	гќб» «б‘жя+7
6078	гќб» «б‘жя+8
6079	гќб» «б‘жя+9
6080	д«» «б–∆» «б√ќ÷—+0
6081	д«» «б–∆» «б√ќ÷—+1
6082	д«» «б–∆» «б√ќ÷—+2
6083	д«» «б–∆» «б√ќ÷—+3
6084	д«» «б–∆» «б√ќ÷—+4
6085	д«» «б–∆» «б√ќ÷—+5
6086	д«» «б–∆» «б√ќ÷—+6
6087	д«» «б–∆» «б√ќ÷—+7
6088	д«» «б–∆» «б√ќ÷—+8
6089	д«» «б–∆» «б√ќ÷—+9
6090	”ншѕ «б д«днд+0
6091	”ншѕ «б д«днд+1
6092	”ншѕ «б д«днд+2
6093	”ншѕ «б д«днд+3
6094	”ншѕ «б д«днд+4
6095	”ншѕ «б д«днд+5
6096	”ншѕ «б д«днд+6
6097	”ншѕ «б д«днд+7
6098	”ншѕ «б д«днд+8
6099	”ншѕ «б д«днд+9
6120	гќб» “жѕн«я+0
6121	гќб» “жѕн«я+1
6122	гќб» “жѕн«я+2
6123	гќб» “жѕн«я+3
6124	гќб» “жѕн«я+4
6125	гќб» “жѕн«я+5
6126	гќб» “жѕн«я+6
6127	гќб» “жѕн«я+7
6128	гќб» “жѕн«я+8
6129	гќб» “жѕн«я+9
6500	гќб» «бян«дн +0
6501	гќб» «бян«дн +1
6502	гќб» «бян«дн +2
6503	гќб» «бян«дн +3
6504	гќб» «бян«дн +4
6505	гќб» «бян«дн +5
6506	гќб» «бян«дн +6
6507	гќб» «бян«дн +7
6508	гќб» «бян«дн +8
6509	гќб» «бян«дн +9
7000	г—жЌ…+0
7001	г—жЌ…+1
7002	г—жЌ…+2
7003	г—жЌ…+3
7004	г—жЌ…+4
7005	г—жЌ…+5
7006	г—жЌ…+6
7007	г—жЌ…+7
7008	г—жЌ…+8
7009	г—жЌ…+9
7010	г—жЌ… Ќѕнѕн…+0
7011	г—жЌ… Ќѕнѕн…+1
7012	г—жЌ… Ќѕнѕн…+2
7013	г—жЌ… Ќѕнѕн…+3
7014	г—жЌ… Ќѕнѕн…+4
7015	г—жЌ… Ќѕнѕн…+5
7016	г—жЌ… Ќѕнѕн…+6
7017	г—жЌ… Ќѕнѕн…+7
7018	г—жЌ… Ќѕнѕн…+8
7019	г—жЌ… Ќѕнѕн…+9
7020	г—жЌ… «бдг— «б√”жѕ+0
7021	г—жЌ… «бдг— «б√”жѕ+1
7022	г—жЌ… «бдг— «б√”жѕ+2
7023	г—жЌ… «бдг— «б√”жѕ+3
