TOOLTIP_ACCE_ATTR_MAX_INFO	(μεγ. %s)
RUNE_KEYSTONE_NAME_19	Αρχηγός
RUNE_KEYSTONE_NAME_20	Ζώα
RUNE_KEYSTONE_NAME_21	Εσωτερικοί
RUNE_KEYSTONE_NAME_22	Metin
RUNE_KEYSTONE_NAME_23	Απέθαντος
RUNE_KEYSTONE_NAME_24	Ζωδιακό
RUNE_KEYSTONE_NAME_25	Επίθεση = Άμυνα
RUNE_KEYSTONE_NAME_26	Time Jump
RUNE_KEYSTONE_NAME_27	Έξαλλος
RUNE_KEYSTONE_NAME_28	Διάτρηση
RUNE_KEYSTONE_NAME_29	Ζημιά ικανοτήτων
RUNE_KEYSTONE_NAME_30	Ταχύτητα
RUNE_KEYSTONE_NAME_31	Κρίσιμο
RUNE_KEYSTONE_NAME_32	Επίθεση επιφάνειας
RUNE_KEYSTONE_NAME_33	Μεμονωμένη ζημιά
RUNE_KEYSTONE_NAME_34	Ταχύτητα Μαγείας
RUNE_KEYSTONE_NAME_35	Ταχύτητα επίθεσης
RUNE_KEYSTONE_NAME_36	Παράλυση υποζυγίου
RUNE_KEYSTONE_NAME_37	Δάσκαλος Ικανοτήτων
RUNE_KEYSTONE_NAME_38	Συνένωση
RUNE_KEYSTONE_NAME_39	Mantrashield
RUNE_KEYSTONE_NAME_40	Άμυνα
RUNE_KEYSTONE_NAME_41	Αντίσταση ικανοτήτων
DUNGEON_RANKING_COMPLETED	Ολοκληρώθηκε
RUNE_KEYSTONE_NAME_42	Άμυνα σε %
RUNE_KEYSTONE_NAME_43	Μαγική άμυνα
DUNGEON_RANKING_NAME	Name:
RUNE_KEYSTONE_NAME_44	Αντίσταση σε επιθέσεις
RUNE_KEYSTONE_NAME_45	Αντίσταση σε όλα
RUNE_KEYSTONE_NAME_46	Απόκρουση
RUNE_KEYSTONE_NAME_47	Αποφυγή
RUNE_KEYSTONE_NAME_48	Αντα
RUNE_KEYSTONE_NAME_49	Ειδικός ικανοτήτων
RUNE_KEYSTONE_NAME_50	Καθυστερεί
RUNE_KEYSTONE_NAME_51	Κλεύτης
RUNE_KEYSTONE_NAME_52	Μπόνους υποζυγίου
RUNE_KEYSTONE_NAME_53	Ενδυναμωμένες Δροσιές
RUNE_KEYSTONE_NAME_54	Μαγεμένες Θεραπευτικές Επιδράσεις
RUNE_KEYSTONE_NAME_55	Μαγεμένα μπόνους
RUNE_KEYSTONE_NAME_56	Μαγεμένες Θεραπευτικές Επιδράσεις
RUNE_KEYSTONE_NAME_57	Ηγεσία
RUNE_KEYSTONE_NAME_58	Εμπειρία
RUNE_KEYSTONE_NAME_59	Drop αντικειμένων
RUNE_KEYSTONE_NAME_60	Yang
RUNE_TOOLTIP_SAVE	Σώσε
RUNE_TOOLTIP_RESET	Επαναφορά
RUNE_TOOLTIP_RESETPOINTS	Επαναφορά πόντων
RUNE_TOOLTIP_INFO	Πληροφορίες συστήματος ρούνων
RUNE_BUY_MESSAGE	Είσαι σίγουρος ότι θες να αγοράσεις τον "%s" ρούνο ;
RUNE_TUTORIAL_DESC_1	What are Runes?[ENTER][ENTER]The rune system on Aeldra provides you with various useful bonuses for different situations. You can for example empower your attack damage against monsters in the Dominance Tree or increase the damage of magic PvP classes in PvP situations with the help of the Sorcery Tree. This is especially useful because every player can decide for a specific tree, which he needs in certain scenarios. In the next step of the guide we will explain how to receive points, activate runes and how you can change them.
RUNE_TUTORIAL_DESC_2	Τι κάνουν οι πόντοι ρούνων; [ENTER][ENTER] Μπορείς με αυτούς να ξεκλειδώσεις ρούνους, οι οποίοι...
RUNE_TUTORIAL_DESC_3	Πώς μπορώ να ενεργοποιήσω τα Runes μου; [ENTER] [ENTER] Για να ενεργοποιήσω ένα Rune πρέπει πρώτα να το αγοράσω χρησιμοποιώντας σημεία. Στη συνέχεια, πρέπει να επιλέξετε την επιθυμητή ρύθμιση Rune. Με την επιλογή της ρύθμισής σας, θα μπορείτε να δείτε τα επιλεγμένα μπόνους σας στο Rune Tree. Τώρα θα πρέπει να αποθηκεύσετε το δικό σας επιλεγμένο Rune Tree κάνοντας κλικ στο σύμβολο αποθήκευσης στην επάνω δεξιά γωνία. Οι Runes γίνονται ενεργές κάνοντας έτσι και θα λάβετε όλα τα επιλεγμένα Μπόνους.
RUNE_TUTORIAL_DESC_4	Μπορώ να αλλάξω τα Runes μου; [ENTER] [ENTER] Γενικά μπορείτε να αλλάξετε τα Runes σας σε οποιοδήποτε σημείο και ξεκλειδώνοντας νέα Rune Points μπορείτε να αγοράσετε διαφορετικά ρουάκια σε διαφορετικά δέντρα. Για να αλλάξετε το Rune πρέπει να επιλέξετε το Rune που θέλετε να αλλάξετε πρώτα. Κατά το ξεκλείδωμα ενός Rune, θα εμφανιστεί με χρώμα, δείχνοντας ότι είναι διαθέσιμος και χρησιμοποιήσιμος για εσάς. Αυτή η διαδικασία ισχύει τόσο για το κύριο όσο και για το δευτερεύον δέντρο σας.
CATEGORY_PVM	PvM
CATEGORY_PVP	PvP
CATEGORY_GENERAL	Γενικά
CATEGORY_RESISTANCE	Αντίσταση
STRONG_VS_MONSTERS	Δυνατό ενάντια σε τέρατα
STRONG_VS_METINS	Δυνατό ενάντια σε Metins
STRONG_VS_BOSSES	Δυνατό ενάντια σε Bosses
STRONG_VS_UNDEAD	Δυνατό ενάντια σε απέθαντους
STRONG_VS_DEVILS	Δυνατό ενάντια σε διάβολο
STRONG_VS_ORCS	Δυνατό ενάντια σε Ορκ
STRONG_VS_ANIMALS	Δυνατό ενάντια σε ζώα
STRONG_VS_HALFHUMANS	Ημιάνθρωπος
STRONG_VS_WARRIOR	Δυνατό ενάντια σε Πολεμιστές
STRONG_VS_SURA	Δυνατό ενάντια σε σούρα
STRONG_VS_ASSASSIN	Δυνατό ενάντια σε Νίντζα
STRONG_VS_SHAMAN	Δυνατό ενάντια σε Σαμάνους
WARRIOR_RESISTANCE	Αντίσταση σε επιθέσεις πολεμιστή
SURA_RESISTANCE	Αντίσταση σε επιθέσεις σούρα.
ASSASSIN_RESISTANCE	Αντίσταση σε επιθέσεις Νίντζα
SHAMAN_RESISTANCE	Αντίσταση από επιθέσεις Σαμάνου
GENERAL_HP_STEAL	Απορρόφηση ΗΡ
GENERAL_SP_STEAL	Κλοπή SP
GENERAL_MAX_HP	Μεγ. HP
GENERAL_MAX_SP	Μεγ. Sp
GENERAL_HP_REGEN	Αναγέννηση HP
GENERAL_SP_REGEN	Αναγέννηση SP
GENERAL_BLOCK	Απόκρουση
GENERAL_DODGE	Αποφυγή
GENERAL_REFLECT_HIT	Αντανάκλαση φυσικής ζημιάς
GENERAL_CRIT_CHANCE	Πιθανότητα κρίσιμου χτυπήματος
GENERAL_PENE_CHANCE	Πιθανότητα διάτρησης
GENERAL_IGNORE_BLOCK	Αγνόηση απόκρουσης
GENERAL_CASTING_SPEED	Ταχύτητα Μαγείας
RESIST_SWORDS	Ξίφη
RESIST_TWOHAND	Ξίφη δύο χεριών
RESIST_DAGGERS	Στιλέτο
RESIST_BELLS	Καμπάνα
RESIST_FANS	Βεντάλιες
RESIST_ARROWS	Βέλος
RESIST_MAGIC	Μαγεία
TOTAL_PLAYERS_KILLED	Συνολικοί παίχτες
DUELS_WON	Κερδισμένες μονομαχίες
DUELS_LOST	Χαμένες μονομαχίες
MONSTERS_KILLED	Τέρατα
BOSSES_KILLED	Αφεντικά
METINS_KILLED	Πέτρες Metin
EVENT_DESCRIPTION_WINDOW_TITLE	Περιγραφή δρώμενου
EVENT_DESC_EMPIREWAR	Empire War[ENTER][ENTER]At the empire war all three empires fight against each other on a special map to which you can teleport. [ENTER]The empire which has the best kill ratio will be rewarded with a bonus which is announced beforehand.
EVENT_DESC_HEXA	Εξάγωνα κουτιά: [ENTER] Τα κουτιά αυτά είναι μία ανταμοιβή για τους πιστούς παίχτες του σερβερ και περιέχουν πολύτιμα δώρα. [ENTER] Τα εξάγωνα κουτιά μπορείς να τα μαζέψεις από όλα τα τέρατα.
EVENT_DESC_PVP	PvP Tournament[ENTER][ENTER]At the PVP Tournament you have the opportunity to show how powerful your character is by fighting versus players in your level range. [ENTER]If you win a fight you advance to the next round. If you win the tournament you will be rewarded with a very special prize.
EVENT_DESC_MOONLIGHT	Φεγγαρόκουτα [ENTER] [ENTER] Η εκδήλωση φεγγαρόκουτου είναι μια ανταμοιβή για όλους τους πιστούς παίκτες, δίνοντάς τους τη δυνατότητα να ρίξουν φεγγαρόκουτα. Το φεγγαρόκουτο περιέχει χρήσιμα αντικείμενα. [ENTER] Το φεγγαρόκουτο μπορεί να πέσει από όλα τα τέρατα.
EVENT_DESC_XP	Exp-Event: [ENTER][ENTER] Σαν δώρο από τον σέρβερ λαμβάνεις αυξημένους πόντους εμπειρίας.
EVENT_DESC_YANG	Yang-Drop [ENTER] [ENTER] Ως μικρό δώρο από το διακομιστή θα έχετε μια αυξημένη πιθανότητα πτώσης yang για την αναγγελθείσα χρονική περίοδο.
EVENT_DESC_BOSSHUNT	Boss Hunt[ENTER][ENTER]The bosshunt event allows you to obtain valueable chests. You can get latter by killing the Shadow Warrior who spawns on neutral maps. While doing so you collect points which you can then exchange at Uriel for a chest of your choice. [ENTER]As a small perk the Shadow Warrior also drops other items.
EVENT_DESC_DROP	Drop Αντικειμένων [ENTER][ENTER] Ως μικρό δώρο από τον σέρβερ έχεις αυξημένες πιθανότητες για αντικείμενα για αυτή τη μέρα
TOOLTTIP_APPLY_HEAL_EFFECT_BONUS	Θεραπεία  %d%%	SA
TOOLTTIP_APPLY_CRITICAL_DAMAGE_BONUS	Ζημιά κρίσιμων χτυπημάτων  %d%%	SA
TOOLTTIP_APPLY_DOUBLE_ITEM_DROP_BONUS	Πιθανότητα για διπλάσια αντικείμενα  %d%%	SA
TOOLTTIP_APPLY_DAMAGE_BY_SP_BONUS	Ζημία SP   %d%%	SA
TOOLTTIP_APPLY_SINGLETARGET_SKILL_DAMAGE_BONUS	Αύξηση ζημιάς σε μεμονωμένο στόχο  %d%%	SA
TOOLTTIP_APPLY_MULTITARGET_SKILL_DAMAGE_BONUS	Ενδυνάμωση ζημιάς AoE  %d%%	SA
TOOLTTIP_APPLY_MIXED_DEFEND_BONUS	Μπόνους άμυνας  %d%%	SA
TOOLTTIP_APPLY_EQUIP_SKILL_BONUS	Ενίσχυση Εξοπλισμού  %d%%	SA
TOOLTTIP_APPLY_AURA_HEAL_EFFECT_BONUS	Αύρα: Θεραπεία   %d%%	SA
TOOLTTIP_APPLY_AURA_EQUIP_SKILL_BONUS	Αύρα: ενδυνάμωση εξοπλισμού  %d%%	SA
TOOLTTIP_APPLY_MOUNT_BUFF_BONUS	Ενίσχυση υποζυγίου  %d%%	SA
ANGELSDEMONS_DESC_ANGELS	Description: Engel [ENTER] The Angels have no will and serve only God. Every angel has his job. They also guard the paradise and some of them are even charged in hell.
MINIGAME_FISH_EVENT_ADD_ACCEPT	Θέλεις να το προσθέσεις;
MINIGAME_FISH_EVENT_DROP_ACCEPT	Θέλεις πραγματικά να πέσει αυτό το αντικείμενο;
MINIGAME_FISH_EVENT_REWARD_MSG	Απέκτησες %s.
MINIGAME_FISH_EVENT_USE_ACCEPT	Θέλεις να το χρησιμοποιήσεις;
AFFECT_MOUNT_PARALYZE	Δεν μπορείς να ιππεύσεις τώρα.
FORUM_HELP	Φόρουμ
ANGELSDEMONS_TITLE	Άγγελοι και Δαίμονες- Διάλεξε πλευρά.
ANGELSDEMONS_FRACTION_ANGELS	Άγγελος
ANGELSDEMONS_FRACTION_DEMONS	Δαίμονας
EVENT_DESC_ANGELSDEMONS	Angels & Demons [ENTER][ENTER]in the event  "Battle on the Angels" you must join one of the two factions and support your power giver. [ENTER] With 50 collected souls, Maester Aemon gives you a 12-hour bonus to complete your missions more comfortably. [ENTER] Maester Aemon also exchanges the coveted celestial stones and hell stones against valuable pet skins or a weapon skin.
SORT_DISABLED_INFO	This feature has been removed, due to few players who always sold cheaper then the cheapest item on the market. Now nobody can sort by the cheapest price, so buy and sell on a reasonable price, by doing that you'll heal our market.
XMAS_EVENT_WAIT_TIMER	Πρέπει να περιμένεις 10 δευτερόλεπτα
XMAS_EVENT_RECIVED_GIFT	Έχεις ήδη λάβει το δώρο σου.
WARP_RING_BIND_NAME	Σύνδεσε με %s	SA
REQUIRE_ITEM_RESET_RUNE	Για επαναφορά χρειάζεσαι %s	SA
CONFIRM_RUNE_RESET	Για να το κάνεις αυτό χρειάζεσαι:
RUNE_RESET_WINDOW_TITLE	Επαναφορά ρούνων
EVENT_DESC_XMASCALENDAR	Χριστουγεννιάτικο ημερολόγιο
SHOP_MODEL_1	Κανονικό
SHOP_MODEL_2	1000 και 1 νύχτες
SHOP_MODEL_3	Βασιλιάς του BBQ
SHOP_MODEL_4	Κυνηγοί θησαυρών
SHOP_MODEL_5	Μικρή Φλόγα
SHOP_MODEL_6	Έμπορος όπλων
SHOP_MODEL_7	Κατάστημα όπλων
SHOP_MODEL_8	Αλχημιστής
SHOP_STYLE_1	Κανονικό
SHOP_STYLE_2	Κόλαση
SHOP_STYLE_3	Εποχή των παγετώνων
SHOP_STYLE_4	Περγαμηνή
SHOP_STYLE_5	Σημαίες πολέμου
SHOP_STYLE_6	Φτερό
SHOP_PRICE_OVER_MARGIN	Δεν μπορείς να πουλήσεις αντικείμενα με τόση διαφορά από τη μέση τιμή.
OFFLINE_SHOP_SERVERBOOT_EARLY	Τα καταστήματα δεν είναι διαθέσιμα τα 10 πρώτα λεπτά μετά τη συντήρηση
MELEE_MAGIC_ATTBONUS_PER	Μαγική-/ σώμα με σώμα επίθεση
SKILL_DAMAGE_BONUS	Ζημιά ικανοτήτων
NORMAL_HIT_DAMAGE_BONUS	Μέση ζημιά
QUEST_TIMER_THRANDUILS	Κρυσφύγετο του Thranduil
DRAGONSOUL_BONUS_SET_TOOLTIP	Ενεργοποίησε 6  6 πέτρες δράκου και πάρε τα παρακάτω μπόνους:
TOOLTIP_APPLY_ATTBONUS_ALL_ELEMENTS	Δυνατό ενάντια σε στοιχεία  %d%%	SA
STORE_CAPE_ADD_CAPES	Θες να αποθηκεύσεις αυτές τις κάπες;
STORED_CAPE_COUNT	Stored capres %d	SA
OFFLINE_SHOP_AVG_INFO	Μπορείς να βάλεις τιμή μεταξύ -%d%% και  %d%% από τη μέση ιμή.
ASK_DUNGEON_RECONNECT	Θα ήθελες να συνεχίσεις την κατακόμβη;
RUNE_PAGE_CANNOT_SAVE_YET	Χρειάζεται να περιμένεις 5 δευτερόλεπτα για να ξανακάνεις αποθήκευση
ZODIAC_SHOP_ALREADY_BOUGHT	Μπορείς να αγοράσεις το αντικείμενο αυτό μόνο μία φορά!
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Δυνατό ενάντια σε ζωδιακά τέρατα  %d%%	SA
STRONG_VS_ZODIAC	Δυνατό σε ζωδιακά τέρατα
RUNE_AFFECT_INFO_NOT_AVAILABLE	: Δεν χρησιμοποίησες αυτόν τον ρούνο από την προηγούμενή σου σύνδεση
RUNE_DAMAGE_GIVEN_INFO	: Last distributed damage: %s.
RUNE_HEAL_BONUS_INFO	:Θεραπεύτηκες  με %s HP
RUNE_COLLECTED_SOULS_INFO	Μάζεψες ήδη %s από τις ψυχές
TARGET_INFO_RACE_ZODIAC	Ζωδιακό
RUNE_LEVEL_UP_CONFIRM	Θες να αναβαθμίσεις τον ρούνο %s;	SA
RUNE_MAGIC_SHIELD_BONUS_INFO	: Η ομάδα σου προστατεύεται με %s μαγική ασπίδα
RUNE_CURRENT_KILLS_COUNT_INFO	: Σκότωσες %s Παίχτες. Συνέχισε να σκοτώνεις παίχτες και η ομάδα σου θα θεραπευτεί κατά 100%
RUNE_MAGIC_ATTACK_DAMAGE_BONUS_INFO	: Έκανες ζημιά στον αντίπαλο με %s μαγική ζημιά.
RUNE_LEVEL_UP_REFINE	Αύξηση επιπέδου ρούνου
QUEST_TIMER_ZODIAC	Zodiac Temple
EMOTION_NOSAY	Χωρίς λόγια
EMOTION_SELFIE	Σέλφι
EMOTION_WEATHER_2	Ουράνιο τόξο
EMOTION_WEATHER_3	Φεγγάρι
EMOTION_CELEBRATION	Πάρτι
EMOTION_PUSH_UP	Πουσάπ
EMOTION_DANCE_7	Σάμπα
EMOTION_CALL	Τηλέφωνο
EMOTION_SIREN	Σειρήνα
EMOTION_HUNGRY	Πείνα
EMOTION_EXERCISE	Ζέσταμα
EMOTION_DOZE	Υπνάκος
TOOLTIP_EMOJI_MULTIOPEN_GIFTBOX	Ανοίγει %d κομμάτια
TOOLTIP_EMOJI_UNSTACK	αποστοίβαξε.
TOOLTIP_EMOJI_USE	Χρηση.
TOOLTIP_EMOJI_PREVIEW_WEAR	Σύνοψη
SOUL_REFINE_TITLE	Βελτίωση ψυχής
SOUL_REFINE_UPGRADE	Βελτίωση
SOUL_REFINE_CANCEL	Ακύρωση
SOUL_REFINE_INFO_TEXT	Ποιά ψυχή θα ήθελες να βελτιώσεις;
SOUL_REFINE_NEED_TEXT	Χρειάζεσαι
SPECIAL_SKILL_TITLE	Ειδικό
SPECIAL_SKILL_BUTTON_TEXT	Ειδικό
WIKI_SUBCATEGORY_SHIELD	Ασπίδες
WIKI_SUBCATEGORY_HELMET	Κράνη
WIKI_SUBCATEGORY_ARMOR	Πανοπλία
WIKI_SUBCATEGORY_WEAPONS	Όπλα
WIKI_CATEGORY_EQUIPEMENT	Εξοπλισμός
QUEST_TIMER_SLIME	Λασπερή Κατακόμβη
QUEST_TIMER_AVAILABLE_TEXT	είναι διαθέσιμο!
EXCHANGE_WITH	Ανταλλαγή με: %s
KILL_STATS	Στατιστικά Kill
BONI_BOARD	Πίνακας Boni
WIKI_SUBCATEGORY_EARRINGS	Σκουλαρίκια
WIKI_SUBCATEGORY_BRACELET	Βραχιόλι
WIKI_SUBCATEGORY_NECKLACE	Περιδέραιο
WIKI_SUBCATEGORY_SHOES	Παππούτσια
WIKI_CATEGORY_CHESTS	Σεντούκια
WIKI_SUBCATEGORY_CHESTS	Σεντούκια Boss
WIKI_SUBCATEGORY_EVENT_CHESTS	Σεντούκια Event
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Εναλλακτικά κουτιά
WIKI_CATEGORY_BOSSES	Αφεντικά
WIKI_SUBCATEGORY_LV1_75	Επίπεδο 1-75
WIKI_SUBCATEGORY_LV76_100	Επίπεδο 76-100
WIKI_SUBCATEGORY_LV100	Επίπεδο 100 
WIKI_CATEGORY_MONSTERS	Τέρατα
WIKI_CATEGORY_METINSTONES	Πέτρες Metin
WIKI_CATEGORY_SYSTEMS	Συστήματα
WIKI_SUBCATEGORY_RUNES	Ρούνοι
WIKI_SUBCATEGORY_DRAGONALCHEMY	Αλχημεία Δρακόλιθων
WIKI_SUBCATEGORY_SHOULDER_SASH	Κορδέλα ώμου
WIKI_SUBCATEGORY_COSTUME_SASH	Φορεσιά κορδέλας
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_COSTUMES	Φορεσιές
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_SKILL_COLOR	Χρώμα ικανότητας
WIKI_SUBCATEGORY_CONTER_BOOST	Προστασία και ενδυνάμωση.
WIKI_CATEGORY_DUNGEONS	Κατακόμβες
WIKI_SUBCATEGORY_ORCMAZE	Λαβύρινθος Ορκ
WIKI_SUBCATEGORY_SPIDER_BARONESS	Βαρόνη αράχνη
WIKI_SUBCATEGORY_AZRAEL	Άζραελ
WIKI_SUBCATEGORY_BERAN_SETAOU	Μπλέ Δράκος Beran
WIKI_SUBCATEGORY_NEMERE	Νεμερέ
WIKI_SUBCATEGORY_RAZADOR	Ράζαντορ
WIKI_SUBCATEGORY_SHIPDEFENSE	Υπεράσπιση Πλοίου
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Σπηλιά του κρυστάλλινου δράκου
WIKI_SUBCATEGORY_MELEY	Φωλιά του Meley
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Φωλιά του Θράντουιλ
WIKI_SUBCATEGORY_ZODIAC	Ζωδιακός Ναός
WIKI_SUBCATEGORY_HAIRSTYLES	Κουρέματα
WIKI_SUBCATEGORY_PET	Σύντροφος
WIKI_SUBCATEGORY_MOUNT	Υποζ΄θγιο
WIKI_CATEGORY_COSTUMES	Φορεσιές
WIKI_CATEGORY_EVENTS	Event
WIKI_SUBCATEGORY_OKAY_CARD	Κάρτα Όκευ
WIKI_SUBCATEGORY_FISHPUZZLE	Puzzle ψαριών
WIKI_SUBCATEGORY_BOSS_HUNT	Κυνήγι Boss
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Κουτιά φεγγαριού
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Εξάγωνα κουτιά
WIKI_SUBCATEGORY_TAG_TEAM	Ομαδικό
WIKI_SUBCATEGORY_EMPIRE_WAR	Πόλεμος αυτοκρατωριών
WIKI_SUBCATEGORY_PVP_TOURNAMENT	Τουρνουά PvP
WIKI_CATEGORY_GUIDES	Οδηγοί
WIKI_SUBCATEGORY_THE_START	Η αρχή
WIKI_SUBCATEGORY_105_AND_NOW	105 και τώρα;
WIKI_REFINEINFO_YANG_COSTS	Κόστος Yang 
WIKI_REFINEINFO_UPGRADE_COSTS	Κόστος αναβάθμισης
WIKI_REFINEINFO_ITEM_LEVEL	Επίπεδο %i
WIKI_CHESTINFO_ORIGIN	Προέλευση
WIKI_CHESTINFO_CONTENTOF	Περιεχόμενο του %s
WIKI_CHESTINFO_COMMON_DROP	Κανονικό drop
WIKI_MONSTERINFO_DROPLISTOF	Λίστα drop του %s
WIKI_MONSTERINFO_IMMUNE_STUN	Συσκότιση
WIKI_MONSTERINFO_IMMUNE_SLOW	Επιβράδυνση
WIKI_MONSTERINFO_IMMUNE_FALL	Πεσμένα
WIKI_MONSTERINFO_IMMUNE_CURSE	Κατάρα
WIKI_MONSTERINFO_IMMUNE_POISON	Δηλητήριο
WIKI_MONSTERINFO_IMMUNE_TERROR	Τρόμος
WIKI_MONSTERINFO_IMMUNE_REFLECT	Ανάκλαση
WIKI_MONSTERINFO_LEVEL	Επίπεδο: %i
WIKI_MONSTERINFO_IMMUNE_TO	Ανοσία σε: %s
WIKI_MONSTERINFO_DMG_HP	Min. Damage%s | Max. Damage:%s | Max. HP: %s
WIKI_MONSTERINFO_GOLD_EXP	Ελαχ. Yang: %s | Μεγ. Yang: %s | Εμπ: %s
WIKI_MONSTERINFO_RESISTANCES	Άμυνες:
WIKI_MONSTERINFO_IMMUNE_NOTHING	τίποτα
WIKI_MONSTERINFO_STATISTICSOF	Στατιστικά του %s
WIKI_ITEMINFO_OPTAINEDFROM	Διαθέσιμο στο
WIKI_ITEMINFO_REFINEINFO	Improvement info by %s
WIKI_TITLENAME	Wiki
WIKI_CATEGORIES_TITLE	Κατηγορίες
TOOLTIP_ITEM_LIMIT_LEVEL_MAX	Μέγιστο επίπεδο: %d
TOOLTIP_UPGRADE_STONE	Η πιθανότητα επιτυχίας της αναβάθμισης είναι αυξημένη κατά 5%!
COMBAT_ZONE_TOOLTIP_BATTLE_POTION	Πολεμικό Φίλτρο ζώνης μάχης	SNA
COMBAT_ZONE_SHOP_OVERFLOW_LIMIT_TODAY	Το παρόν όριο   η τιμή του αντικειμένου ξεπερνούν το μέγιστο όριο
COMBAT_ZONE_SHOP_EXCEED_LIMIT_TODAY	Έχεις ήδη υπερβεί το ημερήσιο όριο χρήσης πόντων.
COMBAT_ZONE_SHOP_NOT_ENOUGH_BATTLE_POINT	Δεν έχεις αρκετούς πόντους μάχης
COMBAT_ZONE_CURRENT_REAL_POINTS	Πόντοι μάχης: %d
COMBAT_ZONE_LIMIT_SHOP_POINTS	Ημερίσιο όριο: %d/%d
MONETARY_COMBAT_ZONE	Πόντοι
CHAT_GM_INSTANT_QUESTION	Γράψε στον GM απευθείας το αίτημα σου χωρίς ψιλοκουβέντα
QUEST_TIMER_INFECTED	Infected Garden
DUNGEON_RANKING_TIME	Fastest:
AUCTION_COOLDOWN	Θα πρέπει να περιμένετε %d δευτερόλεπτα για να ψάξετε πάλι.
RESTART_OR_WARP_REQUIRED	The change will be applied after a game restart or teleport.
ATTACKSPEED_LIMIT_DESC	Βάλε όριο (%d-%d),ή 0 για απενεργοποίηση.
CONFIRM_STACK	Do you want to reorder your entire inventory?
RUNE_INFO	You have activated your %s. Runes page.
WIKI_SUBCATEGORY_BELTS	Belts
TOOLTIP_HOTKEY_SEARCH	Use this combination to search in shop:
WIKI_SUBCATEGORY_TALISMANS	Talisman
EVENT_DESC_SUNDAE	Το παγωτό είναι νόστιμο!
AFFECT_REMOVE_TOOLTIP	Click to remove
AFFECT_REMOVE_DESC	Do you want to remove this effect?
EQUIPMENT_PAGE_DELETE_TEXT	Do you want to delete the "%s" page?
EQUIPMENT_PAGE_DELETE_ACCEPT_TEXT	Delete
EQUIPMENT_PAGE_ADD_TITLE	Create a new equipment set
EQUIPMENT_PAGE_ADD_DESCRIPTION	Enter the name of the new page:
EQUIPMENT_PAGE_SELECT_ICON_LOADING_TEXT	Loading... (%d%%)
FAKEBUFF_NAME_AFFECT	Buffi nickname allows the 3rd Buff Skill
TOOLTIP_FAKEBUFF_3RD_SKILL	You need a Nickname Scroll (Buffi) to unlock the 3rd skill.
HOTKEY_CONTROL	CTRL
HOTKEY_ALT	ALT
HOTKEY	Hotkey
HOTKEY_BUTTON_DISABLE_TEXT	Set hotkey
HOTKEY_USED	Hotkey already used.
SHOP_SELL_NOTIFICATION	%s %s sold for %s Yang
TOOLTIP_NO_BONUS	[ no bonus ]
SELL_AT_LEAST	You need to sell at least %d pieces.
SAFEBOX_INVENTORY_NORMAL	Κανονικό Χρηματοκιβώτιο
SAFEBOX_INVENTORY_ITEMSHOP	Αποθήκη ItemShop
SAFEBOX_INVENTORY_UPP	Αποθήκη αναβαθμιστικών
SAFEBOX_INVENTORY_SKILL	Αποθήκη Βιβλίων
SAFEBOX_INVENTORY_STONE	Αποθήκη λίθων
SAFEBOX_INVENTORY_ENCHANT	Αποθήκη μαγεμάτων
SAFEBOX_INVENTORY_COSTUME	Αποθήκη φορεσιών
SAFEBOX_INVENTORY_GUILD	Αποθήκη συντεχνίας
TOOLTIP_APPLY_SKILL_DURATION	Increase the duration of Buff Skills for %d seconds
TOOLTIP_WARRIOR	Warrior
COMBAT_ZONE_TEAMING_WARNING_BAN	If you join to the Combat Zone don't do grouping/teaming otherwise you will be punished with a 3 day BAN.
REACT_EVENT_NEXT_ROUND	Next round: %.1f
TOOLTIP_APPLY_RUNE_MOUNT_PARALYZE	When you hit an enemy, he receives a debuff "Paralyzed" and he can't mount for next 5 seconds.
QUEST_TIMER_APE	Apedungeon
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
WIKI_SUBCATEGORY_DEMONTOWER	Demontower
WIKI_SUBCATEGORY_APE_DUNGEON	Apedungeon
TOOLTIP_APPLY_RESIST_BOSS	Defense vs. Bosses  +%d%%	SA
RESIST_BOSS	Boss Resistance
QUEST_TIMER_DEMON	Demontower
TOOLTIP_SHOP_SEARCH_INFO	You can only search for shops which are on the same map where you are at the moment.
CUBE_PROCCESS	This process can fail! Do you want to continue?
TOOLTIP_RESISTANCE_LIGHTNING	Lightning Resistance
TOOLTIP_RESISTANCE_DARKNESS	Resistance against Darkness
TOOLTIP_RESISTANCE_WIND	Wind Resistance
TOOLTIP_RESISTANCE_EARTH	Earth Resistance
TOOLTIP_RESISTANCE_ICE	Ice Resistance
TOOLTIP_RESISTANCE_FIRE	Fire Resistance
TOOLTIP_CHANCE_ITEM_DROP	Chance of Item Drop
TOOLTIP_CHANCE_YANG_DROP	Chance of Yang Drop
