TOOLTIP_ACCE_ATTR_MAX_INFO	(maks. %s)
SHOP_PRICE_OVER_MARGIN	Eşyaları, ortalama fiyat değerine bağlı olan belirli fiyat aralıklarında satabilirsin.
OFFLINE_SHOP_SERVERBOOT_EARLY	Pazarlar, bakımdan sonraki 10 dakika boyunca kullanılamaz.
MELEE_MAGIC_ATTBONUS_PER	Büyülü/Yakın Saldırı
SKILL_DAMAGE_BONUS	Beceri Hasarı
NORMAL_HIT_DAMAGE_BONUS	Ortalama Zarar
QUEST_TIMER_THRANDUILS	Thranduil'in Sığınağı
DRAGONSOUL_BONUS_SET_TOOLTIP	Aşağıdaki özelliklere sahip olabilmek için 6 tane +6 Ejderha Taşı'nı aktifleştir.
TOOLTIP_APPLY_ATTBONUS_ALL_ELEMENTS	Elementlere Karşı Güçlü +%d%%	SA
STORE_CAPE_ADD_CAPES	Pelerinleri depolamak istiyor musun?
STORED_CAPE_COUNT	Depolanan Pelerin Sayısı: %d	SA
OFFLINE_SHOP_AVG_INFO	Bir eşyayı, ortalama fiyatın %d%% altında ve %d%% üstünde satabilirsin.
ASK_DUNGEON_RECONNECT	Zindana devam etmek istiyor musun?
RUNE_PAGE_CANNOT_SAVE_YET	Tekrardan kaydetmek için 5 saniye beklemelisin.
ZODIAC_SHOP_ALREADY_BOUGHT	Bu eşyayı yalnızca bir kere alabilirsin.
TOOLTIP_APPLY_ATTBONUS_ZODIAC	Zodyaklara Karşı Güçlü +%d%%	SA
STRONG_VS_ZODIAC	Zodyaklara Karşı Güçlü
RUNE_AFFECT_INFO_NOT_AVAILABLE	: Son girişinden beri bu rünü kullanmadın!
RUNE_DAMAGE_GIVEN_INFO	: Son dağıtılan hasar: %s
RUNE_HEAL_BONUS_INFO	: %s HP iyileştirildin.
RUNE_COLLECTED_SOULS_INFO	: Bu zamana kadar %s ruh topladın.
TARGET_INFO_RACE_ZODIAC	Zodyak
RUNE_LEVEL_UP_CONFIRM	%s rününü geliştirmek ister misin?	SA
RUNE_MAGIC_SHIELD_BONUS_INFO	: Grup üyeleri %s sihirli kalkana sahip.
RUNE_CURRENT_KILLS_COUNT_INFO	: %s tane oyuncu öldürdün, oyuncu öldürmeye devam ettikçe grup üyeleri 100% yenilenecek.
RUNE_MAGIC_ATTACK_DAMAGE_BONUS_INFO	: Rakibe %s büyülü hasar verdin.
RUNE_LEVEL_UP_REFINE	Rün Geliştir
QUEST_TIMER_ZODIAC	Zodyak Tapınağı
EMOTION_NOSAY	Sessiz
EMOTION_SELFIE	Özçekim
EMOTION_WEATHER_2	Gökkuşağı
EMOTION_WEATHER_3	Ay
EMOTION_CELEBRATION	Parti
EMOTION_PUSH_UP	Şınav
EMOTION_DANCE_7	Samba
EMOTION_CALL	Arama
EMOTION_SIREN	Açlık
EMOTION_HUNGRY	Siren
EMOTION_EXERCISE	Isınma
EMOTION_DOZE	Uyku
TOOLTIP_EMOJI_MULTIOPEN_GIFTBOX	:%d tane aç.
TOOLTIP_EMOJI_UNSTACK	:ayır.
TOOLTIP_EMOJI_USE	:kullan.
TOOLTIP_EMOJI_PREVIEW_WEAR	:önizle.
SOUL_REFINE_TITLE	Ruh Geliştirme
SOUL_REFINE_UPGRADE	Geliştir
SOUL_REFINE_CANCEL	İptal Et
SOUL_REFINE_INFO_TEXT	Geliştirmek istenen ruh:
SOUL_REFINE_NEED_TEXT	Gerekenler:
SPECIAL_SKILL_TITLE	Özel
SPECIAL_SKILL_BUTTON_TEXT	Özel
WIKI_SUBCATEGORY_SHIELD	Kalkanlar
WIKI_SUBCATEGORY_HELMET	Kasklar
WIKI_SUBCATEGORY_ARMOR	Zırhlar
WIKI_SUBCATEGORY_WEAPONS	Silahlar
WIKI_CATEGORY_EQUIPEMENT	Ekipmanlar
QUEST_TIMER_SLIME	Balçık Zindanı
QUEST_TIMER_AVAILABLE_TEXT	kullanılabilir!
EXCHANGE_WITH	%s ile Ticaret
KILL_STATS	Öldürme İst.
BONI_BOARD	Bonus Tahtası
WIKI_SUBCATEGORY_EARRINGS	Küpeler
WIKI_SUBCATEGORY_BRACELET	Bilezikler
WIKI_SUBCATEGORY_NECKLACE	Kolyeler
WIKI_SUBCATEGORY_SHOES	Ayakkabılar
WIKI_CATEGORY_CHESTS	Sandıklar
WIKI_SUBCATEGORY_CHESTS	Patron Sandıkları
WIKI_SUBCATEGORY_EVENT_CHESTS	Etkinlik Sandıkları
WIKI_SUBCATEGORY_ALTERNATIVE_CHESTS	Alternatif Sandıklar
WIKI_CATEGORY_BOSSES	Patronlar
WIKI_SUBCATEGORY_LV1_75	Seviye 1-75
WIKI_SUBCATEGORY_LV76_100	Seviye 76-100
WIKI_SUBCATEGORY_LV100	Seviye 100+
WIKI_CATEGORY_MONSTERS	Canavarlar
WIKI_CATEGORY_METINSTONES	Metin Taşları
WIKI_CATEGORY_SYSTEMS	Sistemler
WIKI_SUBCATEGORY_RUNES	Rünler
WIKI_SUBCATEGORY_DRAGONALCHEMY	Ejderha Taşı Simyası
WIKI_SUBCATEGORY_SHOULDER_SASH	Omuz Kuşağı
WIKI_SUBCATEGORY_COSTUME_SASH	Kuşak Kostümü
WIKI_SUBCATEGORY_BATTLEPASS	Savaş Pasosu
WIKI_SUBCATEGORY_COSTUMES	Kostümler
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_SKILL_COLOR	Beceri Renklendirme
WIKI_SUBCATEGORY_CONTER_BOOST	Misilleme & Güçlendirme
WIKI_CATEGORY_DUNGEONS	Zindanlar
WIKI_SUBCATEGORY_ORCMAZE	Ork Labirenti
WIKI_SUBCATEGORY_SPIDER_BARONESS	Örümcek Baroness
WIKI_SUBCATEGORY_AZRAEL	Azrail
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran-Setaou
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_SHIPDEFENSE	Gemi Savunması
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Kristal Ejderha Mağarası
WIKI_SUBCATEGORY_MELEY	Meley'in İni
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Thranduil'in Sığınağı
WIKI_SUBCATEGORY_ZODIAC	Zodyak Tapınağı
WIKI_SUBCATEGORY_HAIRSTYLES	Saç Stilleri
WIKI_SUBCATEGORY_PET	Evcil Hayvan
WIKI_SUBCATEGORY_MOUNT	Binek
WIKI_CATEGORY_COSTUMES	Kostümler
WIKI_CATEGORY_EVENTS	Etkinlikler
WIKI_SUBCATEGORY_OKAY_CARD	Okey Kartları
WIKI_SUBCATEGORY_FISHPUZZLE	Balıkçılık Yapbozu
WIKI_SUBCATEGORY_BOSS_HUNT	Patron Avı
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Ayışığı Define Sandığı
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Altıgen Hediye Paketi
WIKI_SUBCATEGORY_TAG_TEAM	Takım Savaşları
WIKI_SUBCATEGORY_EMPIRE_WAR	İmparatorluk Savaşı
WIKI_SUBCATEGORY_PVP_TOURNAMENT	PvP Turnuvası
WIKI_CATEGORY_GUIDES	Rehberler
WIKI_SUBCATEGORY_THE_START	Başlangıç
WIKI_SUBCATEGORY_105_AND_NOW	105 ve sonrası?
WIKI_REFINEINFO_YANG_COSTS	Gereken Yang
WIKI_REFINEINFO_UPGRADE_COSTS	Geliştirme Maliyeti
WIKI_REFINEINFO_ITEM_LEVEL	Seviye: %i
WIKI_CHESTINFO_ORIGIN	Köken
WIKI_CHESTINFO_CONTENTOF	%s İçeriği
WIKI_CHESTINFO_COMMON_DROP	Genel Düşme Şansı
WIKI_MONSTERINFO_DROPLISTOF	%s Canavarından Düşen Eşyalar
WIKI_MONSTERINFO_IMMUNE_STUN	Sersemleme
WIKI_MONSTERINFO_IMMUNE_SLOW	Yavaşlama
WIKI_MONSTERINFO_IMMUNE_FALL	Düşme
WIKI_MONSTERINFO_IMMUNE_CURSE	Lanetlenme
WIKI_MONSTERINFO_IMMUNE_POISON	Zehirlenme
WIKI_MONSTERINFO_IMMUNE_TERROR	Terör
WIKI_MONSTERINFO_IMMUNE_REFLECT	Yansıtma
WIKI_MONSTERINFO_LEVEL	Seviye: %i
WIKI_MONSTERINFO_IMMUNE_TO	Bağışıklık: %s
WIKI_MONSTERINFO_DMG_HP	Min. Hasar: %s | Maks. Hasar: %s | Maks. HP: %s
WIKI_MONSTERINFO_GOLD_EXP	Min. Yang: %s | Maks. Yang: %s | EXP: %s
WIKI_MONSTERINFO_RESISTANCES	Savunmalar:
WIKI_MONSTERINFO_IMMUNE_NOTHING	Yok
WIKI_MONSTERINFO_STATISTICSOF	%s Hakkında Bilgiler
WIKI_ITEMINFO_OPTAINEDFROM	Elde Edilebilen Yerler
WIKI_ITEMINFO_REFINEINFO	%s Geliştirme Bilgileri
WIKI_TITLENAME	Wiki Sistemi
WIKI_CATEGORIES_TITLE	Kategoriler
TOOLTIP_ITEM_LIMIT_LEVEL_MAX	Maks. Svy.: %d
TOOLTIP_UPGRADE_STONE	Eşya geliştirme şansı 5% arttı!
COMBAT_ZONE_TOOLTIP_BATTLE_POTION	Savaş Bölgesi Muharebe İksiri	SNA
COMBAT_ZONE_SHOP_OVERFLOW_LIMIT_TODAY	Geçerli sınır + eşya fiyatı, maksimum sınırı geçiyor.
COMBAT_ZONE_SHOP_EXCEED_LIMIT_TODAY	Günlük puan kullanma limitine ulaştın.
COMBAT_ZONE_SHOP_NOT_ENOUGH_BATTLE_POINT	Yeterli savaş puanın yok.
COMBAT_ZONE_CURRENT_REAL_POINTS	Savaş Puanı: %d
COMBAT_ZONE_LIMIT_SHOP_POINTS	Günlük Limit %d/%d
MONETARY_COMBAT_ZONE	Puan
CHAT_GM_INSTANT_QUESTION	Lütfen zaman kaybı yaratmadan GM'e direkt olarak sorunuzu ya da probleminizi iletin.
QUEST_TIMER_INFECTED	Lanetli Bahçe
DUNGEON_RANKING_TIME	En İyi Zaman:
AUCTION_COOLDOWN	Yeniden arama yapabilmek için %d saniye beklemelisin.
RESTART_OR_WARP_REQUIRED	Yapılan değişiklik, bir yere ışınlandıktan ya da oyun yeniden başlatıldıktan sonra etkili olacak.
ATTACKSPEED_LIMIT_DESC	Sınır ayarla(%d-%d), devre dışı bırakmak için 0.
CONFIRM_STACK	Envanterini yeniden düzenlemek istediğine emin misin?
RUNE_INFO	%s. Rün Sayfası etkinleştirildi.
WIKI_SUBCATEGORY_BELTS	Kemerler
TOOLTIP_HOTKEY_SEARCH	Eşyayı pazarda aramak için:
WIKI_SUBCATEGORY_TALISMANS	Tılsımlar
EVENT_DESC_SUNDAE	Nee, dondurma mı ?!
AFFECT_REMOVE_TOOLTIP	Devre dışı bırakmak için tıkla!
AFFECT_REMOVE_DESC	Bu etkiyi devre dışı bırakmak istediğine emin misin?
EQUIPMENT_PAGE_DELETE_TEXT	"%s" isimli sayfayı silmek istiyor musun?
EQUIPMENT_PAGE_DELETE_ACCEPT_TEXT	Sil
EQUIPMENT_PAGE_ADD_TITLE	Yeni bir ekipman sayfası oluştur.
EQUIPMENT_PAGE_ADD_DESCRIPTION	Ekipman sayfası için bir isim gir:
EQUIPMENT_PAGE_SELECT_ICON_LOADING_TEXT	Bekleyin...(%d%%)
FAKEBUFF_NAME_AFFECT	Yeni bir isme sahip Buffi'ler, Yüksek Saldırı becerisine sahip olurlar.
TOOLTIP_FAKEBUFF_3RD_SKILL	Yüksek Saldırı becerisini aktifleştirebilmek için İsim İzi (Buffi) eşyasına ihtiyacın var.
HOTKEY_CONTROL	CTRL
HOTKEY_ALT	ALT
HOTKEY	Kısayol
HOTKEY_BUTTON_DISABLE_TEXT	Kısayol Ayarla
HOTKEY_USED	Bu kısayol zaten kullanılıyor.
SHOP_SELL_NOTIFICATION	%s %s eşyası %s Yang'a satıldı.
TOOLTIP_NO_BONUS	[Bonus Yok]
SELL_AT_LEAST	Minimum %d parça satabilirsin.
SAFEBOX_INVENTORY_NORMAL	Depo
SAFEBOX_INVENTORY_ITEMSHOP	Nesne Marketi Deposu
SAFEBOX_INVENTORY_UPP	Yükseltme Eşyası Deposu
SAFEBOX_INVENTORY_SKILL	Kitap Deposu
SAFEBOX_INVENTORY_STONE	Taş Deposu
SAFEBOX_INVENTORY_ENCHANT	Efsun Deposu
SAFEBOX_INVENTORY_COSTUME	Kostüm Deposu
SAFEBOX_INVENTORY_GUILD	Lonca Deposu
TOOLTIP_APPLY_SKILL_DURATION	Güçlendirme becerilerinin etki süresini %d saniye arttırır.
TOOLTIP_WARRIOR	Savaşçı
COMBAT_ZONE_TEAMING_WARNING_BAN	Savaş Bölgesi'nde gruplaşma/takımlaşma yasaktır, bunu yapan oyuncular 3 gün ceza alır!
REACT_EVENT_NEXT_ROUND	Sonraki Tur: %.1f
TOOLTIP_APPLY_RUNE_MOUNT_PARALYZE	Düşmana yapılan bir saldırı onu "Felce" uğratır ve 5 saniyeliğine Binek kullanamaz hale getirir.
QUEST_TIMER_APE	Maymun Zindanı
WIKI_SUBCATEGORY_LV76_105	Seviye 76-105
WIKI_SUBCATEGORY_DEMONTOWER	Şeytan Kulesi
WIKI_SUBCATEGORY_APE_DUNGEON	Maymun Zindanı
TOOLTIP_APPLY_RESIST_BOSS	Patronlara Karşı Savunma +%d%%	SA
RESIST_BOSS	Patron Dayanıklılığı
QUEST_TIMER_DEMON	Şeytan Kulesi
TOOLTIP_SHOP_SEARCH_INFO	Yalnızca bulunduğun haritada olan pazarlarlardaki eşyaları arayabilirsin.
CUBE_PROCCESS	Geliştirme işlemi başarısız olabilir! Devam etmek istiyor musun?
TOOLTIP_RESISTANCE_LIGHTNING	Şimşek Dayanıklılığı
TOOLTIP_RESISTANCE_DARKNESS	Karanlık Dayanıklılığı
TOOLTIP_RESISTANCE_WIND	Rüzgar Dayanıklılığ
TOOLTIP_RESISTANCE_EARTH	Toprak Dayanıklılığı
TOOLTIP_RESISTANCE_ICE	Buz Dayanıklılığı
TOOLTIP_RESISTANCE_FIRE	Ateş Dayanıklılığı
TOOLTIP_CHANCE_ITEM_DROP	Eşya Düşürme Şansı
TOOLTIP_CHANCE_YANG_DROP	Yang Düşürme Şansı
TOOLTIP_CHANCE_EXP_BONUS	EXP Bonus Şansı
TOOLTIP_RANGE_MAGIC_ATT_GRADE	Büyülü Saldırı Değeri +%d ila +%d
