TOOLTIP_ACCE_ATTR_MAX_INFO	(max.%s)
WIKI_SUBCATEGORY_LV1_75	Niv. 1-75
WIKI_SUBCATEGORY_LV76_100	Niv. 76-100
WIKI_SUBCATEGORY_LV100	Niv. 100+
WIKI_CATEGORY_MONSTERS	Monstrii
WIKI_CATEGORY_METINSTONES	Pietre Metin
WIKI_CATEGORY_SYSTEMS	Sisteme
WIKI_SUBCATEGORY_RUNES	Rune
WIKI_SUBCATEGORY_DRAGONALCHEMY	Alchimia Piatra Dragonului
WIKI_SUBCATEGORY_SHOULDER_SASH	Esarfe
WIKI_SUBCATEGORY_COSTUME_SASH	Costume de Esarfa
WIKI_SUBCATEGORY_BATTLEPASS	Battlepass
WIKI_SUBCATEGORY_COSTUMES	Costume
WIKI_SUBCATEGORY_GAYA	Gaya
WIKI_SUBCATEGORY_SKILL_COLOR	Culoarea Abilitatilor
WIKI_SUBCATEGORY_CONTER_BOOST	Ward & Boost
WIKI_CATEGORY_DUNGEONS	Temnite
WIKI_SUBCATEGORY_ORCMAZE	Labirintul orcului
WIKI_SUBCATEGORY_SPIDER_BARONESS	Baroneasa Paianjen
WIKI_SUBCATEGORY_AZRAEL	Azrael
WIKI_SUBCATEGORY_BERAN_SETAOU	Beran-Setaou
WIKI_SUBCATEGORY_NEMERE	Nemere
WIKI_SUBCATEGORY_RAZADOR	Razador
WIKI_SUBCATEGORY_SHIPDEFENSE	Apararea Navala
WIKI_SUBCATEGORY_JOTUN_THRYM	Jotun Thrym
WIKI_SUBCATEGORY_CRYSTAL_DRAGON	Pestera Dragonului de Cristal
WIKI_SUBCATEGORY_MELEY	Temnita lui Meley
WIKI_SUBCATEGORY_THRANDUILS_LAIR	Temnita lui Thranduil
WIKI_SUBCATEGORY_ZODIAC	Tempul Zodiac
WIKI_SUBCATEGORY_HAIRSTYLES	Frizuri
WIKI_SUBCATEGORY_PET	Insotitori
WIKI_SUBCATEGORY_MOUNT	Mount
WIKI_CATEGORY_COSTUMES	Costume
WIKI_CATEGORY_EVENTS	Evenimente
WIKI_SUBCATEGORY_OKAY_CARD	Carduri Okey
WIKI_SUBCATEGORY_FISHPUZZLE	Fishpuzzle
WIKI_SUBCATEGORY_BOSS_HUNT	Vanatoarea Bossului
WIKI_SUBCATEGORY_MOONLIGHT_CHESTS	Cufar clar-de-luna
WIKI_SUBCATEGORY_HEXAGONAL_CHESTS	Cufar Hexagonal
WIKI_SUBCATEGORY_TAG_TEAM	Tag Team
WIKI_SUBCATEGORY_EMPIRE_WAR	Razboiul regatelor
WIKI_SUBCATEGORY_PVP_TOURNAMENT	Turneu PvP
WIKI_CATEGORY_GUIDES	Ghiduri
WIKI_SUBCATEGORY_THE_START	Inceputul
WIKI_SUBCATEGORY_105_AND_NOW	105 si acum?
WIKI_REFINEINFO_YANG_COSTS	Costul in yang
WIKI_REFINEINFO_UPGRADE_COSTS	Costul in obiecte
WIKI_REFINEINFO_ITEM_LEVEL	Nivel %i
WIKI_CHESTINFO_ORIGIN	Origine
WIKI_CHESTINFO_CONTENTOF	Continutul %s
WIKI_CHESTINFO_COMMON_DROP	Dropuri comune
WIKI_MONSTERINFO_DROPLISTOF	Lista dropului %s
WIKI_MONSTERINFO_IMMUNE_STUN	Necunostinta
WIKI_MONSTERINFO_IMMUNE_SLOW	Incetinire
WIKI_MONSTERINFO_IMMUNE_FALL	Decazut
WIKI_MONSTERINFO_IMMUNE_CURSE	Blestem
WIKI_MONSTERINFO_IMMUNE_POISON	Otrava
WIKI_MONSTERINFO_IMMUNE_TERROR	Teroare
WIKI_MONSTERINFO_IMMUNE_REFLECT	Reflectare
WIKI_MONSTERINFO_LEVEL	Nivel: %i
WIKI_MONSTERINFO_IMMUNE_TO	Imun la: %s
WIKI_MONSTERINFO_DMG_HP	Daune minime %s| Daune maxime: %s|Pv. Maxim: %s
WIKI_MONSTERINFO_GOLD_EXP	Yang minim: %s| Yang maxim: %s|Experienta: %s
WIKI_MONSTERINFO_RESISTANCES	Aparari:
WIKI_MONSTERINFO_IMMUNE_NOTHING	Nimic
WIKI_MONSTERINFO_STATISTICSOF	statisticile %s
WIKI_ITEMINFO_OPTAINEDFROM	Disponibil la
WIKI_ITEMINFO_REFINEINFO	Informatii de imbunatatire %s
WIKI_TITLENAME	Wikipedia
WIKI_CATEGORIES_TITLE	Categorii
TOOLTIP_ITEM_LIMIT_LEVEL_MAX	Max Lvl: %d
TOOLTIP_UPGRADE_STONE	Sansa de a upgrada a crescut cu 5%
COMBAT_ZONE_TOOLTIP_BATTLE_POTION	Batalie Zona de combat Potiune	SNA
COMBAT_ZONE_SHOP_OVERFLOW_LIMIT_TODAY	Limita curenta +pretul itemului depaseste limita maxima.
COMBAT_ZONE_SHOP_EXCEED_LIMIT_TODAY	Ai depasit deja limita zilnica pentru utilizarea punctelor.
COMBAT_ZONE_SHOP_NOT_ENOUGH_BATTLE_POINT	Nu ai destule puncte de combat!
COMBAT_ZONE_CURRENT_REAL_POINTS	Puncte Combat: %d
COMBAT_ZONE_LIMIT_SHOP_POINTS	Limita zilnica: %d/%d
MONETARY_COMBAT_ZONE	Puncte
CHAT_GM_INSTANT_QUESTION	Va rugam sa scrieti problema 
QUEST_TIMER_INFECTED	Gradina Infectata
DUNGEON_RANKING_TIME	Cel mai rapid:
AUCTION_COOLDOWN	Trebuie sa astepti %d secunde pentru a cauta iar.
RESTART_OR_WARP_REQUIRED	Schimbarea va avea efect dupa urmatoarea teleportare sau restartarea jocului
ATTACKSPEED_LIMIT_DESC	Seteaza o limita (%d-%d), 0 pentru a dezactiva.
CONFIRM_STACK	Vrei sa iti reordinezi tot inventarul?
RUNE_INFO	Ai activat %s pagina de rune.
WIKI_SUBCATEGORY_BELTS	Curele
TOOLTIP_HOTKEY_SEARCH	Foloseste aceasta combinatie pentru a cauta in shop: 
WIKI_SUBCATEGORY_TALISMANS	Talismane
EVENT_DESC_SUNDAE	Inghetata are un gust bun!
AFFECT_REMOVE_TOOLTIP	Click pentru a elimina
AFFECT_REMOVE_DESC	Vrei sa elimini acest effect?
EQUIPMENT_PAGE_DELETE_TEXT	Esti sigur ca vrei sa stergi pagina "%s"?
EQUIPMENT_PAGE_DELETE_ACCEPT_TEXT	Sterge
EQUIPMENT_PAGE_ADD_TITLE	Creaza un nou set de echipament
EQUIPMENT_PAGE_ADD_DESCRIPTION	Introduceti numele noii pagini:
EQUIPMENT_PAGE_SELECT_ICON_LOADING_TEXT	Se incarca... (%d%%)
FAKEBUFF_NAME_AFFECT	Numele de buffi iti permite sa ai si a 3-a abilitate de buff
TOOLTIP_FAKEBUFF_3RD_SKILL	Ai nevoie de Schimbare nume (Buffi) pentru a debloca al 3-lea skill 
HOTKEY_CONTROL	CTRL
HOTKEY_ALT	ALT
HOTKEY	Hotkey
HOTKEY_BUTTON_DISABLE_TEXT	Seteaza Hotkey
HOTKEY_USED	Acest Hotkey este deja folosit
SHOP_SELL_NOTIFICATION	%s %s a fost vandut pentru %s Yang.
TOOLTIP_NO_BONUS	[ Fara bonus ]
SELL_AT_LEAST	Trebuie sa vinzi macar %d  bucati.
SAFEBOX_INVENTORY_NORMAL	Depozit
SAFEBOX_INVENTORY_ITEMSHOP	Depozit Item shop
SAFEBOX_INVENTORY_UPP	Depozit upgradeuri
SAFEBOX_INVENTORY_SKILL	Depozitul de carti
SAFEBOX_INVENTORY_STONE	Depozitul de pietre
SAFEBOX_INVENTORY_ENCHANT	Depozitul bonusurilor
SAFEBOX_INVENTORY_COSTUME	Depozitul costumelor
SAFEBOX_INVENTORY_GUILD	Depozitul Breslei
TOOLTIP_APPLY_SKILL_DURATION	Creste durata abilitatilor buffi-ului pentru %d secunde
TOOLTIP_WARRIOR	Warrior
COMBAT_ZONE_TEAMING_WARNING_BAN	Daca intri in Zona de Lupta nu va grupati/nu lucrati in echipe. Altfel, o sa fiti pedepsiti cu un BAN de 3 ZILE.
REACT_EVENT_NEXT_ROUND	Urmatoarea runda: %.1f
TOOLTIP_APPLY_RUNE_MOUNT_PARALYZE	Cand lovesti un inamic, primeste un debuff "Paralizat" si nu se poate urca pe mount pentru 5 secunde.
QUEST_TIMER_APE	Temnita Maimutelor
WIKI_SUBCATEGORY_LV76_105	Lv 76-105
WIKI_SUBCATEGORY_DEMONTOWER	Turnul Demonilor
WIKI_SUBCATEGORY_APE_DUNGEON	Temnita Maimutelor
TOOLTIP_APPLY_RESIST_BOSS	Rezistanta vs. Sefi +%d%%	SA
RESIST_BOSS	Rezistenta la sefi
QUEST_TIMER_DEMON	Turnul Demonilor
TOOLTIP_SHOP_SEARCH_INFO	You can only search for shops which are on the same map where you are at the moment.
CUBE_PROCCESS	This process can fail! Do you want to continue?
TOOLTIP_RESISTANCE_LIGHTNING	Lightning Resistance
TOOLTIP_RESISTANCE_DARKNESS	Resistance against Darkness
TOOLTIP_RESISTANCE_WIND	Wind Resistance
TOOLTIP_RESISTANCE_EARTH	Earth Resistance
TOOLTIP_RESISTANCE_ICE	Ice Resistance
TOOLTIP_RESISTANCE_FIRE	Fire Resistance
TOOLTIP_CHANCE_ITEM_DROP	Chance of Item Drop
TOOLTIP_CHANCE_YANG_DROP	Chance of Yang Drop
TOOLTIP_CHANCE_EXP_BONUS	Chance of EXP Bonus
TOOLTIP_RANGE_MAGIC_ATT_GRADE	Valoarea Atacului Magic +%d bis +%d
